Filas,Áreas Transaccionales Filas No.,Áreas Transaccionales Filas Descripción,Codigo Transacción Filas,Transacción filas,Código Productos (CUP),Productos (CUP),Código CPC Grupos,CPC Grupos,Código Productos Compactos,Productos Compactos,Código Bioeconomía Productos,Bioeconomía Productos,Código CUPc,CUPc,Código BCT,BCT
ui_f035,ATF02,Consumo intermedio,P2,Consumo intermedio,35,Minerales no metálicos,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f036,ATF02,Consumo intermedio,P2,Consumo intermedio,36,Servicios de exploración minera,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f037,ATF02,Consumo intermedio,P2,Consumo intermedio,37,Carne de bovino,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f038,ATF02,Consumo intermedio,P2,Consumo intermedio,38,Carne de porcino,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f039,ATF02,Consumo intermedio,P2,Consumo intermedio,39,Carne de ave,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f040,ATF02,Consumo intermedio,P2,Consumo intermedio,40,Cecinas y otras carnes,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f041,ATF02,Consumo intermedio,P2,Consumo intermedio,41,Harina de pescado,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f042,ATF02,Consumo intermedio,P2,Consumo intermedio,42,Aceite de pescado,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f043,ATF02,Consumo intermedio,P2,Consumo intermedio,43,Salmon y trucha refrigerados o congelados  ,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f044,ATF02,Consumo intermedio,P2,Consumo intermedio,44,Otros pescados refrigerados o congelados  ,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f045,ATF02,Consumo intermedio,P2,Consumo intermedio,45,Conservas de pescados y mariscos,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f046,ATF02,Consumo intermedio,P2,Consumo intermedio,46,Conservas de frutas y vegetales,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f047,ATF02,Consumo intermedio,P2,Consumo intermedio,47,Otros aceites y grasas,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f048,ATF02,Consumo intermedio,P2,Consumo intermedio,48,Leche elaborada,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f049,ATF02,Consumo intermedio,P2,Consumo intermedio,49,Otros productos lácteos,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f050,ATF02,Consumo intermedio,P2,Consumo intermedio,50,Harina y subproductos de trigo,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f051,ATF02,Consumo intermedio,P2,Consumo intermedio,51,Arroz y otros productos de molinería,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f052,ATF02,Consumo intermedio,P2,Consumo intermedio,52,Alimento para peces,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f053,ATF02,Consumo intermedio,P2,Consumo intermedio,53,Alimento para aves,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f054,ATF02,Consumo intermedio,P2,Consumo intermedio,54,Otros alimentos para animales,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f055,ATF02,Consumo intermedio,P2,Consumo intermedio,55,Pan y otros productos de panadería,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f056,ATF02,Consumo intermedio,P2,Consumo intermedio,56,Fideos y pastas,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f057,ATF02,Consumo intermedio,P2,Consumo intermedio,57,Azúcar,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f058,ATF02,Consumo intermedio,P2,Consumo intermedio,58,Otros productos alimenticios,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f059,ATF02,Consumo intermedio,P2,Consumo intermedio,59,Piscos y otros licores,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f060,ATF02,Consumo intermedio,P2,Consumo intermedio,60,Vinos,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f061,ATF02,Consumo intermedio,P2,Consumo intermedio,61,Cervezas,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f062,ATF02,Consumo intermedio,P2,Consumo intermedio,62,Bebidas no alcohólicas,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f063,ATF02,Consumo intermedio,P2,Consumo intermedio,63,Productos de tabaco,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f064,ATF02,Consumo intermedio,P2,Consumo intermedio,64,Productos textiles,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f065,ATF02,Consumo intermedio,P2,Consumo intermedio,65,Prendas de vestir,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f066,ATF02,Consumo intermedio,P2,Consumo intermedio,66,Cueros y productos de cuero,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ui_f067,ATF02,Consumo intermedio,P2,Consumo intermedio,67,Calzado,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f068,ATF02,Consumo intermedio,P2,Consumo intermedio,68,"Madera aserrada, cepillada y astillada",3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f069,ATF02,Consumo intermedio,P2,Consumo intermedio,69,Tableros y madera prensada,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f070,ATF02,Consumo intermedio,P2,Consumo intermedio,70,Otros productos de madera,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f071,ATF02,Consumo intermedio,P2,Consumo intermedio,71,Celulosa,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f072,ATF02,Consumo intermedio,P2,Consumo intermedio,72,Papel periódico,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f073,ATF02,Consumo intermedio,P2,Consumo intermedio,73,Envases de papel y cartón,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f074,ATF02,Consumo intermedio,P2,Consumo intermedio,74,Productos tissue,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f075,ATF02,Consumo intermedio,P2,Consumo intermedio,75,Otros papeles y cartones,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f076,ATF02,Consumo intermedio,P2,Consumo intermedio,76,"Libros, diarios, revistas y otros impresos",3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f077,ATF02,Consumo intermedio,P2,Consumo intermedio,77,Diésel,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f078,ATF02,Consumo intermedio,P2,Consumo intermedio,78,Gasolinas,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f079,ATF02,Consumo intermedio,P2,Consumo intermedio,79,Kerosene,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f080,ATF02,Consumo intermedio,P2,Consumo intermedio,80,Aceites combustibles,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f081,ATF02,Consumo intermedio,P2,Consumo intermedio,81,Gas licuado y otros combustibles,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f082,ATF02,Consumo intermedio,P2,Consumo intermedio,82,Abonos y plaguicidas,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f083,ATF02,Consumo intermedio,P2,Consumo intermedio,83,Oxido de molibdeno,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f084,ATF02,Consumo intermedio,P2,Consumo intermedio,84,Otros productos químicos básicos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f085,ATF02,Consumo intermedio,P2,Consumo intermedio,85,Pinturas y barnices,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f086,ATF02,Consumo intermedio,P2,Consumo intermedio,86,Productos farmacéuticos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f087,ATF02,Consumo intermedio,P2,Consumo intermedio,87,Productos de aseo y cosméticos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f088,ATF02,Consumo intermedio,P2,Consumo intermedio,88,Explosivos y detonadores,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f089,ATF02,Consumo intermedio,P2,Consumo intermedio,89,Otros productos químicos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f090,ATF02,Consumo intermedio,P2,Consumo intermedio,90,Productos de caucho,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f091,ATF02,Consumo intermedio,P2,Consumo intermedio,91,Productos de plástico,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f092,ATF02,Consumo intermedio,P2,Consumo intermedio,92,Botellas de vidrio,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f093,ATF02,Consumo intermedio,P2,Consumo intermedio,93,Otros productos de vidrio,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f094,ATF02,Consumo intermedio,P2,Consumo intermedio,94,"Cemento, cal y yeso",3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f095,ATF02,Consumo intermedio,P2,Consumo intermedio,95,Hormigón premezclado,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f096,ATF02,Consumo intermedio,P2,Consumo intermedio,96,Mezclas asfálticas,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f097,ATF02,Consumo intermedio,P2,Consumo intermedio,97,Otros productos de minerales no metálicos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f098,ATF02,Consumo intermedio,P2,Consumo intermedio,98,Ferromolibdeno y otros productos básicos de acero,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f099,ATF02,Consumo intermedio,P2,Consumo intermedio,99,Productos de hierro y acero,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f100,ATF02,Consumo intermedio,P2,Consumo intermedio,100,Productos básicos de metales no ferrosos,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f101,ATF02,Consumo intermedio,P2,Consumo intermedio,101,Productos metálicos de uso estructural,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f102,ATF02,Consumo intermedio,P2,Consumo intermedio,102,Otros productos metálicos,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f103,ATF02,Consumo intermedio,P2,Consumo intermedio,103,Maquinaria para uso industrial,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f104,ATF02,Consumo intermedio,P2,Consumo intermedio,104,Computadores y sus componentes,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f105,ATF02,Consumo intermedio,P2,Consumo intermedio,105,Otras maquinarias de oficina,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f106,ATF02,Consumo intermedio,P2,Consumo intermedio,106,Televisores,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f107,ATF02,Consumo intermedio,P2,Consumo intermedio,107,Teléfonos móviles,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f108,ATF02,Consumo intermedio,P2,Consumo intermedio,108,Máquinas y aparatos de uso doméstico,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f109,ATF02,Consumo intermedio,P2,Consumo intermedio,109,Otras maquinarias y equipos eléctricos,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f110,ATF02,Consumo intermedio,P2,Consumo intermedio,110,Automóviles,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f111,ATF02,Consumo intermedio,P2,Consumo intermedio,111,Buses,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f112,ATF02,Consumo intermedio,P2,Consumo intermedio,112,Otros vehículos automotores,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f113,ATF02,Consumo intermedio,P2,Consumo intermedio,113,Material de transporte marítimo y aéreo,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f114,ATF02,Consumo intermedio,P2,Consumo intermedio,114,Otros equipos de transporte terrestre y sus partes y piezas,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f115,ATF02,Consumo intermedio,P2,Consumo intermedio,115,Muebles,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f116,ATF02,Consumo intermedio,P2,Consumo intermedio,116,Otros productos manufacturados y desperdicios,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f117,ATF02,Consumo intermedio,P2,Consumo intermedio,117,"Reparación e instalación de maquinaria y equipo, excepto de transporte",4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f118,ATF02,Consumo intermedio,P2,Consumo intermedio,118,Servicios de mantenimiento y reparación de equipo de transporte,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f119,ATF02,Consumo intermedio,P2,Consumo intermedio,119,Energía y potencia eléctrica,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f120,ATF02,Consumo intermedio,P2,Consumo intermedio,120,Servicios de transmisión de electricidad,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f121,ATF02,Consumo intermedio,P2,Consumo intermedio,121,Servicios de distribución de electricidad,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f122,ATF02,Consumo intermedio,P2,Consumo intermedio,122,Gas distribuido por ductos,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f123,ATF02,Consumo intermedio,P2,Consumo intermedio,123,Agua,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f124,ATF02,Consumo intermedio,P2,Consumo intermedio,124,Servicios de eliminación de desperdicios y reciclaje,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ui_f125,ATF02,Consumo intermedio,P2,Consumo intermedio,125,Edificios residenciales,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f126,ATF02,Consumo intermedio,P2,Consumo intermedio,126,Edificios no residenciales,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f127,ATF02,Consumo intermedio,P2,Consumo intermedio,127,Obras viales,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f128,ATF02,Consumo intermedio,P2,Consumo intermedio,128,Obras de proyectos de energía eléctrica,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f129,ATF02,Consumo intermedio,P2,Consumo intermedio,129,Obras mineras,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f130,ATF02,Consumo intermedio,P2,Consumo intermedio,130,Otras obras de ingeniería,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f131,ATF02,Consumo intermedio,P2,Consumo intermedio,131,Servicios de construcción,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f132,ATF02,Consumo intermedio,P2,Consumo intermedio,132,Servicios comerciales de intermediación automotriz,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f133,ATF02,Consumo intermedio,P2,Consumo intermedio,133,Servicios comerciales de intermediación mayorista,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f134,ATF02,Consumo intermedio,P2,Consumo intermedio,134,Servicios comerciales de intermediación minorista,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,1,Culturales,1,BCT
ui_f135,ATF02,Consumo intermedio,P2,Consumo intermedio,135,Servicios comerciales a cambio de una retribución o por contrata,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f136,ATF02,Consumo intermedio,P2,Consumo intermedio,136,Servicios de mantenimiento y reparación de vehículos automotores,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f137,ATF02,Consumo intermedio,P2,Consumo intermedio,137,Servicios de hotelería,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ui_f138,ATF02,Consumo intermedio,P2,Consumo intermedio,138,Servicios de restaurantes,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,2,Bioeconomía extendida,2,No culturales,1,BCT
ui_f139,ATF02,Consumo intermedio,P2,Consumo intermedio,139,Servicios de transporte por ferrocarril,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ui_f140,ATF02,Consumo intermedio,P2,Consumo intermedio,140,Servicios de transporte caminero de pasajeros,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ui_f141,ATF02,Consumo intermedio,P2,Consumo intermedio,141,Servicios de transporte caminero de carga,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f142,ATF02,Consumo intermedio,P2,Consumo intermedio,142,Transporte por tuberías (gasoductos y oleoductos),6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f143,ATF02,Consumo intermedio,P2,Consumo intermedio,143,Servicios de transporte marítimo,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ui_f144,ATF02,Consumo intermedio,P2,Consumo intermedio,144,Servicios de arriendo de embarcaciones,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ui_f145,ATF02,Consumo intermedio,P2,Consumo intermedio,145,Servicios de transporte aéreo de pasajeros,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ui_f146,ATF02,Consumo intermedio,P2,Consumo intermedio,146,Servicios de transporte aéreo de carga y arriendo de naves,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ui_f147,ATF02,Consumo intermedio,P2,Consumo intermedio,147,Almacenamiento y depósito,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f148,ATF02,Consumo intermedio,P2,Consumo intermedio,148,"Servicios de carreteras, estacionamientos y estaciones de autobuses",6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f149,ATF02,Consumo intermedio,P2,Consumo intermedio,149,Servicios de puertos y aeropuertos,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f150,ATF02,Consumo intermedio,P2,Consumo intermedio,150,Otros conexos de transporte,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f151,ATF02,Consumo intermedio,P2,Consumo intermedio,151,Servicio de correo y mensajería,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
